idx,kind,claim_id,vid,p_entail_fwd,p_contra_fwd,p_entail_bwd,p_contra_bwd
13,translate,-1,119,0.9974137,0.00044674298,0.9984583854675293,0.0003031895903404802
13,polarity,-1,120,0.00086181174,0.99821544,,
13,vocab,-1,121,0.0005259344,0.9984952,,
13,cat,-1,122,0.010923936,0.9852638,,
13,shuffle,-1,123,0.9713561,0.01506957,0.972312867641449,0.014032785780727863
13,unrelated,206,124,0.8548156,0.0905379,,
13,unrelated_token,206,125,0.8259045,0.11356192,,
14,paraphrase,-1,127,0.99822706,0.00030970215,0.998798131942749,0.00026765494840219617
14,translate,-1,128,0.99772435,0.0005874154,0.9986211061477661,0.00036792558967135847
14,polarity,-1,129,0.0024801919,0.9957071,,
14,vocab,-1,130,0.00775512,0.9912226,,
14,cat,-1,131,0.07422275,0.8845668,,
14,shuffle,-1,132,0.9757603,0.013702687,0.9762791395187378,0.012854197062551975
14,unrelated,168,133,0.001825356,0.9492586,,
14,unrelated_token,168,134,0.0012853077,0.96685153,,
15,paraphrase,-1,136,0.99859446,0.0004931546,0.9988866448402405,0.00028162277885712683
15,translate,-1,137,0.99807775,0.0005980442,0.9987284541130066,0.0003291982284281403
15,polarity,-1,138,0.0008569353,0.99840003,,
15,vocab,-1,139,0.027033873,0.97035015,,
15,cat,-1,140,0.0070766327,0.98278654,,
15,shuffle,-1,141,0.9788497,0.013116594,0.9737470746040344,0.01713481731712818
15,unrelated,186,142,0.34454533,0.11762702,,
15,unrelated_token,186,143,0.32264337,0.16729838,,
16,paraphrase,-1,145,0.997544,0.00047099547,0.9975761771202087,0.0004485645331442356
16,translate,-1,146,0.9973495,0.00063864,0.9960010647773743,0.0008350731222890317
16,polarity,-1,147,0.0014308863,0.9974171,,
16,vocab,-1,148,0.2521256,0.73598987,,
16,cat,-1,149,0.0014755895,0.996932,,
16,shuffle,-1,150,0.9498218,0.027422192,0.9770495891571045,0.010971266776323318
16,unrelated,247,151,0.8757833,0.018444518,,
16,unrelated_token,247,152,0.8797324,0.01795765,,
17,paraphrase,-1,154,0.9981641,0.0003728197,0.9982635378837585,0.0003252114693168551
17,translate,-1,155,0.9979791,0.00041746083,0.9986730813980103,0.00032281302264891565
17,polarity,-1,156,0.00067642255,0.998184,,
17,vocab,-1,157,0.099242054,0.89076525,,
17,cat,-1,158,0.0011609354,0.99733377,,
17,shuffle,-1,159,0.93977517,0.038487293,0.9004843831062317,0.0700850859284401
17,unrelated,105,160,0.56194264,0.15665658,,
17,unrelated_token,105,161,0.60242176,0.13868536,,
18,paraphrase,-1,163,0.99859136,0.00036863392,0.9981858134269714,0.0005267993547022343
18,translate,-1,164,0.9976362,0.0007084957,0.9985167384147644,0.0003795651427935809
18,polarity,-1,165,0.0025494231,0.9958937,,
18,vocab,-1,166,0.011242498,0.98664516,,
18,cat,-1,167,0.00065334275,0.9986235,,
18,shuffle,-1,168,0.70064735,0.27937955,0.39870935678482056,0.5832429528236389
18,unrelated,215,169,0.94149065,0.028126782,,
18,unrelated_token,215,170,0.94986564,0.024993736,,
19,paraphrase,-1,172,0.9979042,0.00049089245,0.9983404874801636,0.0004127466818317771
19,translate,-1,173,0.9964953,0.0013774859,0.9981036186218262,0.0004630481998901814
19,polarity,-1,174,0.00075477327,0.99840814,,
19,vocab,-1,175,0.14317755,0.8461502,,
19,cat,-1,176,0.0033741267,0.99491763,,
19,shuffle,-1,177,0.9344039,0.04458637,0.9404009580612183,0.039774276316165924
19,unrelated,240,178,0.8136605,0.02449854,,
19,unrelated_token,240,179,0.7499977,0.02857385,,
20,paraphrase,-1,181,0.9976216,0.00029999155,0.9976551532745361,0.0003224840038456023
20,translate,-1,182,0.9959413,0.0010954752,0.997010350227356,0.0007039146730676293
20,polarity,-1,183,0.0036768555,0.9939306,,
20,vocab,-1,184,0.003246903,0.99069303,,
20,cat,-1,185,0.043581437,0.92727345,,
20,shuffle,-1,186,0.96297896,0.01536875,0.9600459337234497,0.01717652566730976
20,unrelated,58,187,0.91221064,0.012562481,,
20,unrelated_token,58,188,0.8864812,0.014769045,,
21,paraphrase,-1,190,0.99664515,0.0004096385,0.997611403465271,0.00031438525184057653
21,translate,-1,191,0.99794585,0.00041908078,0.9976029992103577,0.00046553570427931845
21,polarity,-1,192,0.0011358943,0.9970132,,
21,vocab,-1,193,0.0125280265,0.98459077,,
21,cat,-1,194,0.0008618087,0.99821186,,
21,shuffle,-1,195,0.95495486,0.03168687,0.9372872114181519,0.045052725821733475
21,unrelated,251,196,0.9817374,0.008988665,,
21,unrelated_token,251,197,0.97521985,0.010058763,,
22,paraphrase,-1,199,0.9983944,0.00034894678,0.9984103441238403,0.00027017664979211986
22,translate,-1,200,0.9971052,0.00072632835,0.9978858828544617,0.00044695448013953865
22,polarity,-1,201,0.0006645729,0.9980889,,
22,vocab,-1,202,0.0384291,0.95709515,,
22,cat,-1,203,0.0026491662,0.9961844,,
22,shuffle,-1,204,0.9574573,0.024851395,0.9721993207931519,0.014293920248746872
22,unrelated,130,205,0.7520813,0.11824358,,
22,unrelated_token,130,206,0.19512227,0.7196768,,
23,paraphrase,-1,208,0.9984686,0.00027714059,0.9982037544250488,0.00029264113982208073
23,translate,-1,209,0.994831,0.0013644835,0.9957946538925171,0.001285563805140555
23,polarity,-1,210,0.0007577264,0.9984068,,
23,vocab,-1,211,0.10045976,0.88852865,,
23,cat,-1,212,0.0010012917,0.99783486,,
23,shuffle,-1,213,0.93269485,0.051099833,0.9280588626861572,0.0523575022816658
23,unrelated,112,214,0.7117985,0.077935435,,
23,unrelated_token,112,215,0.83950716,0.048201647,,
24,paraphrase,-1,217,0.99663794,0.0011946163,0.9952091574668884,0.0014874950284138322
24,translate,-1,218,0.9946854,0.0019772826,0.997670590877533,0.0007154732011258602
24,polarity,-1,219,0.0005995325,0.9986093,,
24,vocab,-1,220,0.002001443,0.99705493,,
24,cat,-1,221,0.001768551,0.9963961,,
24,shuffle,-1,222,0.93754405,0.044911303,0.9234152436256409,0.056163910776376724
24,unrelated,84,223,0.21886724,0.07634348,,
24,unrelated_token,84,224,0.21475312,0.061976302,,
25,paraphrase,-1,226,0.9986926,0.00029050597,0.9984875917434692,0.0002787745324894786
25,translate,-1,227,0.9972224,0.00061529636,0.9981441497802734,0.00041834614239633083
25,polarity,-1,228,0.00049728993,0.99913174,,
25,vocab,-1,229,0.0010769349,0.9983962,,
25,cat,-1,230,0.9643976,0.016854685,,
25,shuffle,-1,231,0.981013,0.011244013,0.9794591069221497,0.011950229294598103
25,unrelated,147,232,0.9560528,0.019707065,,
25,unrelated_token,147,233,0.9531781,0.01678926,,
26,paraphrase,-1,235,0.99717355,0.0008247035,0.9979926347732544,0.0004967229324392974
26,translate,-1,236,0.99767715,0.0004869615,0.998332679271698,0.0003984850482083857
26,polarity,-1,237,0.00055446435,0.9985868,,
26,vocab,-1,238,0.012801697,0.9837527,,
26,cat,-1,239,0.10549622,0.83630013,,
26,shuffle,-1,240,0.9580829,0.022998802,0.9501001238822937,0.02841171994805336
26,unrelated,36,241,0.30181625,0.026282424,,
26,unrelated_token,36,242,0.30253798,0.0272347,,
27,paraphrase,-1,244,0.9983523,0.00034757165,0.9983687996864319,0.0003977218584623188
27,translate,-1,245,0.9954028,0.002139494,0.9966846108436584,0.0016107502160593867
27,polarity,-1,246,0.0010294829,0.998256,,
27,vocab,-1,247,0.046538904,0.94878405,,
27,cat,-1,248,0.0008369007,0.99818087,,
27,shuffle,-1,249,0.90711933,0.04489896,0.9668399691581726,0.02262714132666588
27,unrelated,18,250,0.3494975,0.24997285,,
27,unrelated_token,18,251,0.43098634,0.13644615,,
28,paraphrase,-1,253,0.99747086,0.0006500444,0.9980194568634033,0.0005750998388975859
28,translate,-1,254,0.9900205,0.0060618953,0.9964157342910767,0.00108534621540457
28,polarity,-1,255,0.0027317752,0.9956434,,
28,vocab,-1,256,0.0027228259,0.9962657,,
28,cat,-1,257,0.0016085875,0.99729234,,
28,shuffle,-1,258,0.96215576,0.026377114,0.9795714616775513,0.011986665427684784
28,unrelated,194,259,0.8703476,0.06681971,,
28,unrelated_token,194,260,0.8921715,0.051375747,,
29,paraphrase,-1,262,0.9983626,0.0004135628,0.9987131357192993,0.0003389801422599703
29,translate,-1,263,0.9984484,0.0005259097,0.9987661838531494,0.0003672610328067094
29,polarity,-1,264,0.0014219487,0.99798584,,
29,vocab,-1,265,0.5896061,0.40325615,,
29,cat,-1,266,0.0077376235,0.9899526,,
29,shuffle,-1,267,0.993258,0.003568282,0.9973694086074829,0.0014420399675145745
29,unrelated,132,268,0.8915083,0.08824973,,
29,unrelated_token,132,269,0.90054613,0.07957754,,
30,paraphrase,-1,271,0.99632555,0.0010274921,0.9946087598800659,0.0017653785180300474
30,translate,-1,272,0.984303,0.008441371,0.9952310919761658,0.00209365738555789
30,polarity,-1,273,0.0002912497,0.9992956,,
30,vocab,-1,274,0.017847685,0.9565367,,
30,cat,-1,275,0.027575593,0.96450835,,
30,shuffle,-1,276,0.9344601,0.03662427,0.927784264087677,0.046304572373628616
30,unrelated,134,277,0.22029367,0.05105923,,
30,unrelated_token,134,278,0.23043387,0.05430028,,
31,paraphrase,-1,280,0.99854577,0.00045518132,0.9984808564186096,0.0003408928751014173
31,translate,-1,281,0.9958747,0.0011213787,0.994645357131958,0.0014607481425628066
31,polarity,-1,282,0.0019455354,0.99704415,,
31,vocab,-1,283,0.02193541,0.97366863,,
31,cat,-1,284,0.62469435,0.3371619,,
31,shuffle,-1,285,0.97414577,0.016134745,0.9754751324653625,0.014696541242301464
31,unrelated,97,286,0.6222795,0.04747234,,
31,unrelated_token,97,287,0.70239896,0.047519594,,
32,paraphrase,-1,289,0.99814594,0.00031640218,0.998498797416687,0.0002723197394516319
32,translate,-1,290,0.9977348,0.00048037688,0.995604395866394,0.0011957106180489063
32,polarity,-1,291,0.001300812,0.9978138,,
32,vocab,-1,292,0.0016439355,0.9975439,,
32,cat,-1,293,0.0010394307,0.9981072,,
32,shuffle,-1,294,0.9805699,0.009947425,0.9828081727027893,0.007452711928635836
32,unrelated,87,295,0.9078598,0.03211403,,
32,unrelated_token,87,296,0.95654917,0.008163396,,
33,paraphrase,-1,298,0.99841964,0.00029385003,0.9985964894294739,0.00030087176128290594
33,translate,-1,299,0.9979819,0.0005552119,0.998557984828949,0.00034900393802672625
33,polarity,-1,300,0.0006308522,0.99874926,,
33,vocab,-1,301,0.022443824,0.9745848,,
33,cat,-1,302,0.7377473,0.21268165,,
33,shuffle,-1,303,0.9343806,0.047996774,0.9175288081169128,0.062377672642469406
33,unrelated,131,304,0.9109221,0.019890428,,
33,unrelated_token,131,305,0.90479064,0.02117499,,
34,paraphrase,-1,307,0.9968407,0.0016751775,0.9982913136482239,0.0005086545716039836
34,translate,-1,308,0.9977767,0.0005464917,0.9982091188430786,0.0004958612262271345
34,polarity,-1,309,0.0012314724,0.9977234,,
34,vocab,-1,310,0.044529893,0.95162636,,
34,cat,-1,311,0.20243983,0.54096407,,
34,shuffle,-1,312,0.97336686,0.015145071,0.9685169458389282,0.017532341182231903
34,unrelated,24,313,0.27029583,0.11428639,,
34,unrelated_token,24,314,0.2955817,0.14238268,,
35,paraphrase,-1,316,0.9946407,0.0021842835,0.9940730929374695,0.0022567370906472206
35,translate,-1,317,0.9948384,0.0012668895,0.9969062209129333,0.0006729229353368282
35,polarity,-1,318,0.0028772133,0.9947837,,
35,vocab,-1,319,0.0049401047,0.99336433,,
35,cat,-1,320,0.0030417447,0.9937581,,
35,shuffle,-1,321,0.9754625,0.012077089,0.9636183381080627,0.020836597308516502
35,unrelated,170,322,0.11781108,0.014208837,,
35,unrelated_token,170,323,0.089391455,0.014484496,,
36,paraphrase,-1,325,0.99697,0.00067428156,0.9968835711479187,0.0004210948245599866
36,translate,-1,326,0.997148,0.0007747173,0.9965013265609741,0.0005279686884023249
36,polarity,-1,327,0.0006569702,0.9983014,,
36,vocab,-1,328,0.004266853,0.9943094,,
36,cat,-1,329,0.4094006,0.47957358,,
36,shuffle,-1,330,0.96974796,0.016378697,0.9352337121963501,0.039152201265096664
36,unrelated,122,331,0.8390469,0.016406806,,
36,unrelated_token,122,332,0.82243294,0.016271506,,
37,paraphrase,-1,334,0.9983046,0.00034350593,0.9983944296836853,0.0003489467781037092
37,translate,-1,335,0.99723214,0.00092187605,0.998333752155304,0.0005289395339787006
37,polarity,-1,336,0.0008667107,0.9980247,,
37,vocab,-1,337,0.025491165,0.97066396,,
37,cat,-1,338,0.0016783018,0.9967512,,
37,shuffle,-1,339,0.8952298,0.08698901,0.9099011421203613,0.07407182455062866
37,unrelated,113,340,0.8375025,0.045040973,,
37,unrelated_token,113,341,0.85598505,0.05558303,,
38,paraphrase,-1,343,0.99758184,0.0005930953,0.9969555139541626,0.0007025024970062077
38,translate,-1,344,0.99771535,0.00046467967,0.9980499744415283,0.0005596046685241163
38,polarity,-1,345,0.0004901972,0.998439,,
38,vocab,-1,346,0.6870719,0.29579467,,
38,cat,-1,347,0.0009704952,0.99784505,,
38,shuffle,-1,348,0.91916734,0.06856383,0.8739457130432129,0.10958760231733322
38,unrelated,226,349,0.8115985,0.17009951,,
38,unrelated_token,226,350,0.8604295,0.12371854,,
39,paraphrase,-1,352,0.99806494,0.00073992024,0.9983547329902649,0.00047973747132346034
39,translate,-1,353,0.9977912,0.0007661855,0.9983665347099304,0.0004949717549607158
39,polarity,-1,354,0.0028038388,0.99531555,,
39,vocab,-1,355,0.00031427116,0.9991991,,
39,cat,-1,356,0.7515518,0.22714917,,
39,shuffle,-1,357,0.96759963,0.020338463,0.984650731086731,0.008477403782308102
39,unrelated,41,358,0.2671556,0.09556006,,
39,unrelated_token,41,359,0.2965713,0.0993814,,
40,paraphrase,-1,361,0.99852496,0.00026291923,0.9986251592636108,0.000255853112321347
40,translate,-1,362,0.99813384,0.00040310193,0.998557984828949,0.0003284997947048396
40,polarity,-1,363,0.0005077502,0.9984646,,
40,vocab,-1,364,0.0029478658,0.9946296,,
40,cat,-1,365,0.016169025,0.9771692,,
40,shuffle,-1,366,0.9494688,0.036226444,0.9141362905502319,0.062390271574258804
40,unrelated,138,367,0.845233,0.019569796,,
40,unrelated_token,138,368,0.7874806,0.024606692,,
41,paraphrase,-1,370,0.9982717,0.00058316387,0.9971582889556885,0.0005601977463811636
41,translate,-1,371,0.99654394,0.0011287266,0.9960716962814331,0.0013635195791721344
41,polarity,-1,372,0.0006609256,0.9984445,,
41,vocab,-1,373,0.03271172,0.9639449,,
41,cat,-1,374,0.0006847556,0.9987085,,
41,shuffle,-1,375,0.94553596,0.03367619,0.9554101228713989,0.026970883831381798
41,unrelated,171,376,0.51656723,0.24894328,,
41,unrelated_token,171,377,0.49483505,0.27397528,,
42,paraphrase,-1,379,0.9977652,0.00067350274,0.9987560510635376,0.0003080559545196593
42,translate,-1,380,0.9911821,0.0049148323,0.9976720213890076,0.0008044291753321886
42,polarity,-1,381,0.0003963943,0.99893063,,
42,vocab,-1,382,0.00031493307,0.9993498,,
42,cat,-1,383,0.0017206457,0.9962794,,
42,shuffle,-1,384,0.9478786,0.034174252,0.95196533203125,0.03018534742295742
42,unrelated,108,385,0.27552924,0.030605627,,
42,unrelated_token,108,386,0.29498702,0.029286213,,
43,paraphrase,-1,388,0.99819916,0.0005146029,0.9984002709388733,0.0003195886092726141
43,translate,-1,389,0.9952193,0.0012948979,0.9868517518043518,0.0017931483453139663
43,polarity,-1,390,0.0006597816,0.99866486,,
43,vocab,-1,391,0.07026727,0.92649406,,
43,cat,-1,392,0.008332181,0.9859076,,
43,shuffle,-1,393,0.93710345,0.043466605,0.9520569443702698,0.03070860169827938
43,unrelated,176,394,0.9558057,0.008657735,,
43,unrelated_token,176,395,0.95911545,0.0069739604,,
44,paraphrase,-1,397,0.99743927,0.00045824304,0.9981812238693237,0.0003048866637982428
44,translate,-1,398,0.99685246,0.0007361402,0.9976693987846375,0.000602488114964217
44,polarity,-1,399,0.0023824445,0.9965107,,
44,vocab,-1,400,0.001815294,0.9970901,,
44,cat,-1,401,0.10393377,0.87192804,,
44,shuffle,-1,402,0.9803829,0.00842419,0.9716891646385193,0.011061273515224457
44,unrelated,31,403,0.8080074,0.14412692,,
44,unrelated_token,31,404,0.7085001,0.24052593,,
45,paraphrase,-1,406,0.99823916,0.0004595071,0.9980459213256836,0.0003846086619887501
45,translate,-1,407,0.99681634,0.001018008,0.9958192110061646,0.0007030736887827516
45,polarity,-1,408,0.00030035403,0.99882704,,
45,vocab,-1,409,0.003441394,0.9931838,,
45,cat,-1,410,0.0012679076,0.99758434,,
45,shuffle,-1,411,0.918879,0.055156037,0.925729513168335,0.0478552021086216
45,unrelated,164,412,0.36523986,0.55272514,,
45,unrelated_token,164,413,0.5152463,0.2940447,,
46,paraphrase,-1,415,0.998423,0.00051673286,0.9985748529434204,0.00036362226819619536
46,translate,-1,416,0.9981187,0.0005216448,0.9981992840766907,0.000420827855123207
46,polarity,-1,417,0.0008650826,0.9980975,,
46,vocab,-1,418,0.028386677,0.9684579,,
46,cat,-1,419,0.008516391,0.984361,,
46,shuffle,-1,420,0.9536083,0.031812597,0.9441035389900208,0.03912032023072243
46,unrelated,56,421,0.829781,0.10528896,,
46,unrelated_token,56,422,0.8784169,0.032436784,,
47,paraphrase,-1,424,0.9983645,0.0007215862,0.9970118999481201,0.0012115155113860965
47,translate,-1,425,0.9973132,0.000876302,0.9976801872253418,0.0006001456640660763
47,polarity,-1,426,0.00032161223,0.99885225,,
47,vocab,-1,427,0.04803821,0.94817656,,
47,cat,-1,428,0.0010676492,0.9975508,,
47,shuffle,-1,429,0.8266424,0.14180213,0.8531272411346436,0.11455971002578735
47,unrelated,144,430,0.93058854,0.028683584,,
47,unrelated_token,144,431,0.9377878,0.028153291,,
48,paraphrase,-1,433,0.99703205,0.0005678374,0.9968764781951904,0.0008022194379009306
48,translate,-1,434,0.9957157,0.0010050369,0.9935111403465271,0.0016245479928329587
48,polarity,-1,435,0.0021144454,0.99534506,,
48,vocab,-1,436,0.040145103,0.9317194,,
48,cat,-1,437,0.4192973,0.054015107,,
48,shuffle,-1,438,0.8546679,0.01754854,0.1363394856452942,0.3320091962814331
48,unrelated,76,439,0.8475225,0.064876996,,
48,unrelated_token,76,440,0.838715,0.082237,,
49,paraphrase,-1,442,0.9978738,0.00033935742,0.997947633266449,0.0004109757428523153
49,translate,-1,443,0.9981768,0.00043929453,0.9983397722244263,0.0003265092964284122
49,polarity,-1,444,0.0004260993,0.998928,,
49,vocab,-1,445,0.0037531336,0.9949268,,
49,cat,-1,446,0.0013421577,0.9959066,,
49,shuffle,-1,447,0.9588551,0.027480973,0.9523081183433533,0.03018147684633732
49,unrelated,196,448,0.008904644,0.0012878566,,
49,unrelated_token,196,449,0.011395826,0.0016013464,,
50,paraphrase,-1,451,0.9980155,0.00029258596,0.9981583952903748,0.00031578875496052206
50,translate,-1,452,0.99791366,0.00053078635,0.9972074627876282,0.0009698751382529736
50,polarity,-1,453,0.0006148863,0.99850607,,
50,vocab,-1,454,0.0011239679,0.9981741,,
50,cat,-1,455,0.0017150627,0.99693346,,
50,shuffle,-1,456,0.9534288,0.029244449,0.9554007649421692,0.027422113344073296
50,unrelated,73,457,0.96416426,0.013072104,,
51,paraphrase,-1,459,0.99845207,0.0002876135,0.9987313151359558,0.00024368628510273993
51,translate,-1,460,0.9981335,0.00045677417,0.9984622001647949,0.0003722033288795501
51,polarity,-1,461,0.00046342646,0.998919,,
51,vocab,-1,462,0.020175483,0.9773446,,
51,cat,-1,463,0.004543091,0.99356854,,
51,shuffle,-1,464,0.972751,0.015846374,0.969325065612793,0.018353184685111046
51,unrelated,44,465,0.064915344,0.884824,,
51,unrelated_token,44,466,0.06575248,0.88536054,,
52,paraphrase,-1,468,0.99863476,0.00026039282,0.9988359808921814,0.00025144804385490716
52,translate,-1,469,0.9968713,0.0009944808,0.9981961846351624,0.0005176254780963063
52,polarity,-1,470,0.0012388275,0.9978187,,
52,vocab,-1,471,0.14656916,0.8419043,,
52,cat,-1,472,0.008129511,0.9885923,,
52,shuffle,-1,473,0.9336206,0.044636093,0.9369969964027405,0.04072889685630798
52,unrelated,211,474,0.40283924,0.020401886,,
52,unrelated_token,211,475,0.34211236,0.02029617,,
53,paraphrase,-1,477,0.9981098,0.0003585177,0.998653769493103,0.00028879757155664265
53,translate,-1,478,0.9942609,0.001754451,0.997882068157196,0.0005595105467364192
53,polarity,-1,479,0.0007244148,0.99837047,,
53,vocab,-1,480,0.029823674,0.96333396,,
53,cat,-1,481,0.3821618,0.58586544,,
53,shuffle,-1,482,0.93080133,0.049402982,0.9290515184402466,0.049915727227926254
53,unrelated,161,483,0.9757176,0.015181647,,
53,unrelated_token,161,484,0.9672647,0.021474259,,
54,paraphrase,-1,486,0.99828607,0.00041111512,0.9982731342315674,0.0003735893697012216
54,translate,-1,487,0.99548584,0.0015202212,0.9973165392875671,0.0008677889127284288
54,polarity,-1,488,0.00082082854,0.99832064,,
